lat,lng
34.061947457919985, -118.03506669543715
34.061854585497294, -118.03565082744738
34.06048103936253, -118.03563902680074
34.06048103936253, -118.03563902680074
34.057308602857056, -118.03567442798223
34.05343116912518, -118.03567643278868
34.051656110805034, -118.03688188626032
34.051887229572, -118.03798695635729
34.05189611874989, -118.04229994846455
34.05188817834414, -118.07110966050392
34.05014588290031, -118.07133496605768
34.04359674707208, -118.07157296496185
34.0416714024689, -118.07206137311864
34.041360243420044, -118.07399256357941
34.03922655061805, -118.07409985193831
34.03380113845203, -118.07255105425473
34.032885353594146, -118.07109193257328
34.03167614679367, -118.07102755955795
34.029631125391575, -118.07016925266434
34.02927546448053, -118.06956843785433
34.031117630816745, -118.07283823572958
34.03086811379174, -118.07301659863228
34.029792250654644, -118.07222266477618
34.02962331222857, -118.07162184996618
34.02830735925357, -118.07295222564804
34.0272047883761, -118.0745830087038
34.02665349756505, -118.07518382351383
34.0255953648453, -118.08046241077318
34.024430514379844, -118.08471102990605
34.02009108340598, -118.08419604580205
34.01797464108294, -118.08693189894511
34.01399060652333, -118.09274692809356
34.00519819535065, -118.10025780645702
33.99125680965351, -118.11096877028638
33.98613747170653, -118.11446322523246
33.98107944994375, -118.1155400242838
33.97425892764884, -118.12016323344899
33.96095292654313, -118.14423927146602
33.95311127619526, -118.15788099230278
33.95268409841221, -118.15738746585171
33.93179310790532, -118.1748907116515
33.91270495449826, -118.1772427259385
33.90134037409975, -118.18389733071282
33.8752700442518, -118.18935155302867
33.854287912965944, -118.20120292124476
33.82461942556707, -118.20483029033004
33.78872357747331, -118.2044743289017
33.78319754564604, -118.2044887110933
33.78270133321008, -118.20428773435638
33.782288639489295, -118.20445324461033
33.774231433266095, -118.20445007470788
33.77108879594479, -118.20447656112563
33.76499039999999, -118.2044028817853
33.76448200744412, -118.20213909741186
33.76401820809588, -118.20214982624775
33.7639914503646, -118.20189233418633
33.76338493954805, -118.20077653525345
33.76328682710088, -118.19886680246448
33.76144050828816, -118.19941397309503
33.76121752023253, -118.1989955484952
33.76103020981746, -118.19826598765448
33.76095885328209, -118.19794412251574
